repository,topic,review_status
obrige/dsh-docker,deepseek-harness,related
oceanxuikun/dsh-eva-theme-plugin,dsh-plugin,verified_plugin
octoparse/agent-skills,dsh-plugin,watchlist
oil-oil/dsh-theme,deepseek-harness,verified_plugin
oil-oil/dsh-vision,deepseek-harness|dsh-plugin,verified_plugin
oitsukiii/deepseek-harness-lan,deepseek-harness|dsh-plugin,rejected
omdsh-dev/7d7d,dsh-plugin,verified_plugin
omdsh-dev/deepseek-harness-desktop,deepseek-harness,rejected
omdsh-dev/dsh-advisor,dsh-plugin,verified_plugin
omdsh-dev/dsh-annotation,dsh-plugin,verified_plugin
omdsh-dev/dsh-at-file,dsh-plugin,verified_plugin
omdsh-dev/dsh-auto-chess,dsh-plugin,verified_plugin
omdsh-dev/dsh-bash-encoding,dsh-plugin,verified_plugin
omdsh-dev/DSH-better-sidebar,dsh-plugin,verified_plugin
omdsh-dev/dsh-book2skill,dsh-plugin,verified_plugin
omdsh-dev/dsh-custom-tool,dsh-plugin,verified_plugin
omdsh-dev/dsh-daily-fortune,dsh-plugin,verified_plugin
omdsh-dev/dsh-daily-progress,dsh-plugin,verified_plugin
omdsh-dev/dsh-data-agent,dsh-plugin,verified_plugin
omdsh-dev/dsh-deep-research,dsh-plugin,verified_plugin
omdsh-dev/dsh-ernie-image,dsh-plugin,verified_plugin
omdsh-dev/dsh-essential,dsh-plugin,verified_plugin
omdsh-dev/dsh-fun-ticker,dsh-plugin,verified_plugin
omdsh-dev/dsh-fun-typewriter,dsh-plugin,verified_plugin
omdsh-dev/dsh-fun-weather,dsh-plugin,verified_plugin
omdsh-dev/dsh-fusion,dsh-plugin,verified_plugin
omdsh-dev/dsh-genui,dsh-plugin,verified_plugin
omdsh-dev/dsh-github-integration,deepseek-harness|dsh-plugin,verified_skill
omdsh-dev/dsh-gomoku,dsh-plugin,verified_plugin
omdsh-dev/dsh-hub,deepseek-harness|dsh-plugin,verified_plugin
omdsh-dev/dsh-hub-workshop,dsh-plugin,related
omdsh-dev/dsh-input-history,dsh-plugin,verified_plugin
omdsh-dev/dsh-inspect,dsh-plugin,verified_plugin
omdsh-dev/dsh-kb-sieve,dsh-plugin,verified_plugin
omdsh-dev/dsh-lark,deepseek-harness|dsh-plugin,verified_plugin
omdsh-dev/dsh-llm-fallbacks,dsh-plugin,verified_plugin
omdsh-dev/dsh-longbridge,dsh-plugin,verified_plugin
omdsh-dev/dsh-minigames,dsh-plugin,verified_plugin
omdsh-dev/dsh-mnemon,dsh-plugin,verified_plugin
omdsh-dev/dsh-mygo,dsh-plugin,verified_plugin
omdsh-dev/dsh-notification,dsh-plugin,verified_plugin
omdsh-dev/dsh-open-in-vscode,dsh-plugin,verified_plugin
omdsh-dev/dsh-paddle-ocr,dsh-plugin,verified_plugin
omdsh-dev/dsh-paste-input,dsh-plugin,verified_plugin
omdsh-dev/dsh-pet-corner,dsh-plugin,verified_plugin
omdsh-dev/dsh-plugin-check,dsh-plugin,verified_plugin
omdsh-dev/dsh-plugin-dev,dsh-plugin,verified_skill
omdsh-dev/dsh-plugin-skills,dsh-plugin,watchlist
omdsh-dev/dsh-revive,dsh-plugin,verified_plugin
omdsh-dev/dsh-science,deepseek-harness|dsh-plugin,rejected
omdsh-dev/dsh-scout,dsh-plugin,verified_plugin
omdsh-dev/dsh-security-audit,dsh-plugin,verified_plugin
omdsh-dev/dsh-session-health,dsh-plugin,verified_plugin
omdsh-dev/dsh-shuttle,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-browser,deepseek-harness|dsh-plugin,watchlist
omdsh-dev/dsh-tool-calculator,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-csv,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-diff,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-encoding,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-json,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-markdown,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-regex,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-schema,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-stat,dsh-plugin,verified_plugin
omdsh-dev/dsh-tool-time,dsh-plugin,verified_plugin
omdsh-dev/dsh-toolkit,dsh-plugin,verified_plugin
omdsh-dev/dsh-ui-progress,dsh-plugin,verified_plugin
omdsh-dev/dsh-ui-whale,dsh-plugin,verified_plugin
omdsh-dev/dsh-voice-funasr,dsh-plugin,verified_plugin
omdsh-dev/ex-setting,dsh-plugin,verified_plugin
omdsh-dev/fabric,dsh-plugin,verified_plugin
omdsh-dev/omdsh,dsh-plugin,rejected
omdsh-dev/omdsh-runtime,dsh-plugin,verified_plugin
omdsh-dev/plugin-template,dsh-plugin,verified_plugin
omdsh-dev/Qwen-MM-Plugins,dsh-plugin,verified_plugin
omdsh-dev/sandbox-micro,dsh-plugin,verified_plugin
omdsh-dev/sandbox-nono,dsh-plugin,verified_plugin
omdsh-dev/session-teleport,dsh-plugin,verified_plugin
omdsh-dev/toybox,dsh-plugin,watchlist
omdsh-dev/web-components,dsh-plugin,verified_plugin
onlca/dsh-ssh,dsh-plugin,verified_plugin
ookami-change/dsh-plugin-starter,dsh-plugin,watchlist
openguardrails/dsh-tui,dsh-plugin,verified_plugin
openguardrails/openguardrails,dsh-plugin,verified_plugin
openhacking/pptkit-presentation,deepseek-harness|dsh-plugin,verified_plugin
openma-ai/deepseek-harness-acp,deepseek-harness|dsh-plugin,verified_plugin
openma-ai/deepseek-harness-tui,dsh-plugin,verified_plugin
openma-ai/deepseek-harness-typescript-sdk,dsh-plugin,watchlist
openma-ai/open-managed-agents,dsh-plugin,rejected
opensetk/dsh-xiaohei,dsh-plugin,verified_plugin
ophielel/dsh-devkit,dsh-plugin,watchlist
opr4mp3r/deepseek-harness-plugin-from-scratch,deepseek-harness|dsh-plugin,verified_plugin
orriduck/dsh-tui,dsh-plugin,verified_plugin
orxz/deepseek-harness-themes,deepseek-harness|dsh-plugin,verified_plugin
oslook/awesome-dsh-plugins,deepseek-harness|dsh-plugin,rejected
ox0400/dsh-vault,deepseek-harness|dsh-plugin,verified_plugin
oxygenaaaaa/dsh-desktop,dsh-plugin,rejected
paean-ai/8x-skills,dsh-plugin,rejected
paean-ai/deeptide,dsh-plugin,rejected
pandashere/dsh-codex-bridge,dsh-plugin,verified_plugin
pandashere/dsh-kimi-bridge,dsh-plugin,verified_plugin
pandashere/dsh-self-control-guard,dsh-plugin,verified_plugin
PangYiMing/dsh-batch-regression,dsh-plugin,verified_plugin
PangYiMing/dsh-bisect-debug,dsh-plugin,verified_plugin
PangYiMing/dsh-browser-control,dsh-plugin,verified_plugin
PangYiMing/dsh-mobile-control,dsh-plugin,verified_plugin
pangyiming/dsh-port-guard,deepseek-harness|dsh-plugin,verified_plugin
PangYiMing/dsh-screenshot-diff,dsh-plugin,verified_plugin
pangzi499/dsh-balance-stats,deepseek-harness|dsh-plugin,verified_plugin
peach0x33a/dsh-open-browser,deepseek-harness|dsh-plugin,verified_plugin
PeanutsDou/peanut-dsh-plugin,dsh-plugin,watchlist
penguinpanda/sebastian-kitchen-board,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-auto-review,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-background-agents,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-checkpoint-rewind,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-claude-move,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-composer-history,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-doublecheck,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-github,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-lsp-actions,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-mcp-panel,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-memento,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-output-styles,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-permission-rules,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-plugin-guide,deepseek-harness|dsh-plugin,watchlist
perrylink/dsh-session-pin,deepseek-harness|dsh-plugin,verified_plugin
perrylink/dsh-skill-pack-security,dsh-plugin,verified_skill
pheobe-southwood/dsh-acp-paseo,deepseek-harness|dsh-plugin,verified_plugin
phoenix0086/deepseek-harness-desktop,deepseek-harness,rejected
phper666/dsh-hull-desktop,deepseek-harness,rejected
picgo/dsh-plugin,deepseek-harness|dsh-plugin,verified_plugin
picgo/picgo-core,dsh-plugin,rejected
pinch-eng/dsh-audio-dub,deepseek-harness|dsh-plugin,verified_plugin
pineapple880066/dsh-webui-pets,dsh-plugin,watchlist
pingfanfan/hello-dsh,deepseek-harness|dsh-plugin,rejected
pinkllo/dsh-reasoning-translator,dsh-plugin,verified_plugin
pivotstackintelligence/dsh-github,dsh-plugin,verified_plugin
PixLunaLab/dsh-pixluna,dsh-plugin,verified_plugin
pixlunalab/dsh-plugin-pixluna,dsh-plugin,verified_plugin
player-minepig/dsh-llm-codex-oauth,dsh-plugin,verified_plugin
pluszzz/dsh-desktop-launcher,deepseek-harness,rejected
plutokeating/dsh-lark-bot,deepseek-harness|dsh-plugin,watchlist
plwslpld-arch/deepseek-harness-atlas,deepseek-harness,rejected
PM-Shawn/Abu-Cowork,dsh-plugin,related
porphyrioon/ironlaw,deepseek-harness|dsh-plugin,verified_plugin
Proton1917/dsh-live-stats,dsh-plugin,verified_plugin
pulseaiclub/phi,dsh-plugin,rejected
qing3a/dsh-event-auditor,dsh-plugin,verified_plugin
qing3a/dsh-plugin-verify,dsh-plugin,watchlist
qing3a/dsh-repo-context,deepseek-harness|dsh-plugin,verified_plugin
qing3a/dsh-tray,dsh-plugin,verified_plugin
qingchunnh/dsh-desktop,dsh-plugin,rejected
qingzhuo-cn/agent-fix,deepseek-harness|dsh-plugin,rejected
qintsg/dsh-safe-delete,dsh-plugin,verified_plugin
qiqikuaidianpao/mypet,deepseek-harness|dsh-plugin,verified_plugin
qizhen2021/dsh-plugin-vision,deepseek-harness|dsh-plugin,verified_plugin
qomob/dshwiki,deepseek-harness|dsh-plugin,rejected
quan2005/dsh-plugin-jinji,deepseek-harness|dsh-plugin,verified_plugin
qwased/dsh-web-search-browser,deepseek-harness,verified_skill
qwased/dsh-web-search-duckduckgo,deepseek-harness|dsh-plugin,verified_plugin
qwqwd65-ui/dsh-win-computer-use,dsh-plugin,watchlist
qyw233/dsh-deeplink,dsh-plugin,verified_plugin
rabbitknight/dsh-tui,dsh-plugin,verified_plugin
raccoonbk/dsh-byok,dsh-plugin,verified_plugin
radaren/dsh-auth,dsh-plugin,verified_plugin
railgun0325/dsh-phone,deepseek-harness|dsh-plugin,verified_plugin
rainbowdashy/dsh-theme-palettes,dsh-plugin,verified_plugin
rainforest888/dsh-plugins-raincode,dsh-plugin,verified_plugin
randerous/dsh-turn-budget,dsh-plugin,verified_plugin
randerous/dsh-turn-meta,dsh-plugin,verified_plugin
rangeking/vibemeter,dsh-plugin,rejected
reachga0/dsh-desktop,deepseek-harness|dsh-plugin,rejected
RealAlexandreAI/dsh-all-search,dsh-plugin,verified_plugin
RealAlexandreAI/dsh-atuin,dsh-plugin,verified_plugin
RealAlexandreAI/dsh-cloudflare-browser-run,dsh-plugin,verified_plugin
RealAlexandreAI/dsh-nocturne-memory,dsh-plugin,verified_plugin
realchenwenqiao/dash,deepseek-harness|dsh-plugin,verified_plugin
realguan/dsh-mermaid-preview,deepseek-harness|dsh-plugin,verified_plugin
renat3u/dsh-paseo,dsh-plugin,verified_plugin
renat3u/dsh-web-archive,dsh-plugin,verified_plugin
renat3u/tonghuashun-webui,dsh-plugin,verified_plugin
reshuibuduo/dsh-tmcra-memory,deepseek-harness|dsh-plugin,verified_plugin
revive/dsh-git-credentials,dsh-plugin,verified_plugin
rizkirmdhnnn/dsh-tool-notify,deepseek-harness|dsh-plugin,verified_plugin
rnlao/dsh-wallpaper,deepseek-harness|dsh-plugin,verified_plugin
rookiecom/dsh-client-ui-side-chat,deepseek-harness,verified_plugin
ropon/dsh-plugin-clawrouters,deepseek-harness|dsh-plugin,verified_plugin
ropz12138/dsh-ui-background,dsh-plugin,watchlist
Roy-oss1/dsh-lark,dsh-plugin,rejected
rrrosmontis/dsh-qwen-mm,deepseek-harness|dsh-plugin,verified_plugin
rsagacom/dsh-ajw,dsh-plugin,watchlist
Ruler4396/dsh-launcher,dsh-plugin,watchlist
ruler4396/dsh-launcher-lifetime,deepseek-harness|dsh-plugin,verified_plugin
runzhliu/deepseek-harness-docker,dsh-plugin,related
rxa3c/chat2skill,dsh-plugin,verified_plugin
rxh1999/dsh-jingle,dsh-plugin,verified_plugin
RYun601/dsh-launcher,dsh-plugin,watchlist
sailingloong/loongport-dsh,deepseek-harness|dsh-plugin,rejected
saitamahang/dsh-skill-importer,deepseek-harness|dsh-plugin,verified_plugin
SakalioLabs/dsh-code-ide,dsh-plugin,rejected
sakikotgw/pack-agent,deepseek-harness|dsh-plugin,related
sakurarain1213/deepseek-harness-lite,deepseek-harness|dsh-plugin,rejected
sala003/dsh-tool-describe-image,dsh-plugin,verified_plugin
sandbaseai/sandbase-harness,dsh-plugin,verified_plugin
sandbaseai/sandbase-skills,dsh-plugin,verified_skill
sanqi-normal/dsh-webui-market-plugin,dsh-plugin,verified_plugin
sb1733831438-maker/dsh-closerai,deepseek-harness|dsh-plugin,rejected
schhaohao/dsh-file-explorer,dsh-plugin,verified_plugin
Scorp1o117/dsh-plugin-marketplace,dsh-plugin,verified_plugin
Scorp1o117/dsh-soul-md,dsh-plugin,verified_plugin
Scorp1o117/dsh-tdai-memory,dsh-plugin,verified_plugin
scorp1o117/dsh-tool-vision,deepseek-harness|dsh-plugin,verified_plugin
scotlight/dsh-win-computer-use,dsh-plugin,watchlist
sdongmaker/vpshub,deepseek-harness|dsh-plugin,verified_plugin
securstack/securstack-dsh-plugin,deepseek-harness|dsh-plugin,verified_plugin
SenmuuuuW/dsh-group-photo,dsh-plugin,watchlist
seom-ingit/vision_kit,dsh-plugin,watchlist
sepinetam/mcp-for-stata,dsh-plugin,related
seryta/dsh-node-nav,deepseek-harness|dsh-plugin,verified_plugin
Sev7een/ds-api-usage,dsh-plugin,verified_plugin
sev7een/dsh-plugin-automations,dsh-plugin,verified_plugin
severuszh/dsh-notify-windows,deepseek-harness|dsh-plugin,verified_plugin
shaokeyibb/dsh-plugin-product-subagents,dsh-plugin,verified_plugin
ShawnSiao/dsh-agent-eval,dsh-plugin,rejected
ShawnSiao/dsh-credentials-keychain,dsh-plugin,watchlist
shelken/dsh-co-authored-by,deepseek-harness|dsh-plugin,verified_plugin
sherconan/dsh-entity-dd,deepseek-harness|dsh-plugin,verified_plugin
sherconan/dsh-web-recon,deepseek-harness|dsh-plugin,verified_plugin
shi275773124/falsify-dsh,dsh-plugin,verified_plugin
shinelon/eyes-for-deepseek,dsh-plugin,rejected
shiningsprk-arch/dsh-context-viewer,dsh-plugin,watchlist
shmilyol/galgame-skin,dsh-plugin,watchlist
showlibia/dsh-plugin-installer,dsh-plugin,verified_plugin
shuaixinhuang/deepseek-harness-desktop,deepseek-harness,rejected
shuguang1994/project-blueprint,deepseek-harness|dsh-plugin,verified_plugin
shujitech/dsh-plugin-wepre,deepseek-harness|dsh-plugin,verified_plugin
shuosachiko/mathmn,deepseek-harness|dsh-plugin,verified_skill
shyboy/dsh-k12-lesson-builder,deepseek-harness|dsh-plugin,verified_plugin
sikao-engine/kimix,dsh-plugin,rejected
sikwoxy/dsh-tool-memory,deepseek-harness|dsh-plugin,verified_plugin
sikwoxy/dsh-tool-reqpipe,deepseek-harness|dsh-plugin,verified_plugin
simon300000/dsh-auto,dsh-plugin,verified_plugin
simon314620/dsh-turn-index,dsh-plugin,verified_plugin
sindo-s/dsh-qq-bot,deepseek-harness|dsh-plugin,verified_plugin
sisyphus-iambe/northstar-exam,dsh-plugin,rejected
sisyphussq/dsh-plugins,deepseek-harness|dsh-plugin,watchlist
SiYue-ZO/dsh-translator,dsh-plugin,verified_plugin
sjakdhasdh/dsh-vision,deepseek-harness|dsh-plugin,verified_plugin
sjscy05/deepseek-harness-vision-plugin,dsh-plugin,verified_plugin
sjscy05/dsh-desktop,dsh-plugin,rejected
sjscy05/dsh-task-progress-notifier,dsh-plugin,verified_plugin
sjscy05/matlab-modelsim-vivado-plugin,dsh-plugin,verified_plugin
skitse/dsh-dev-actions,deepseek-harness|dsh-plugin,verified_plugin
skysheep1999/dsh-polish-prompts,dsh-plugin,verified_plugin
skyzhao1223/dsh-plugin-scaffold,deepseek-harness|dsh-plugin,verified_plugin
sleep2agi/deepseek-harness-desktop,deepseek-harness,related
sleepinginsummer/dsh-fff,dsh-plugin,verified_plugin
sleepinginsummer/dsh-hashline-edit-pro,dsh-plugin,verified_plugin
sleepinginsummer/dsh-rtk-optimizer,dsh-plugin,verified_plugin
slhssb/dsh-advisor,dsh-plugin,verified_plugin
sliverp/deepseek-harness-dingtalk,deepseek-harness|dsh-plugin,verified_plugin
sliverp/deepseek-harness-lark,deepseek-harness|dsh-plugin,verified_plugin
sliverp/deepseek-harness-qqbot,deepseek-harness|dsh-plugin,verified_plugin
sliverp/deepseek-harness-wecom,deepseek-harness|dsh-plugin,verified_plugin
sliverp/deepseek-harness-weixin,dsh-plugin,verified_plugin
Small-tailqwq/dsh-deep-whale,dsh-plugin,verified_plugin
Small-tailqwq/dsh-deepcel,dsh-plugin,verified_plugin
small-tailqwq/dsh-tps,dsh-plugin,verified_plugin
smanx/dsh-conversation-indicator,dsh-plugin,verified_plugin
smiletao/dsh-plugin-dev-skill,deepseek-harness|dsh-plugin,verified_skill
snowamberx/dsh-role-router,dsh-plugin,verified_plugin
snowcrescenter-tech/dsh-desktop,deepseek-harness|dsh-plugin,related
snowcrescenter-tech/dsh-launcher,deepseek-harness|dsh-plugin,watchlist
snowcrescenter-tech/dsh-milestone,deepseek-harness|dsh-plugin,verified_plugin
songqikong/dash,dsh-plugin,verified_plugin
songran241/dsh-req-workbench,deepseek-harness|dsh-plugin,verified_plugin
soolaugust/deepseek-harness-cli,deepseek-harness,rejected
sopaco/terrain,dsh-plugin,rejected
sorsama/deepseek-harness-mobile,dsh-plugin,rejected
sorwcyra/ds-vision-plugin,deepseek-harness|dsh-plugin,verified_plugin
sperictao/codex-pro-max,deepseek-harness,rejected
spike-faye-lei/spike-faye-lei-dsh-skills,dsh-plugin,verified_skill
spirit4471/multimodal-bridge,dsh-plugin,verified_plugin
spirtxiaoqi7/mindspace-dsh-session-memory,deepseek-harness|dsh-plugin,verified_plugin
springbrand-lab/dsh-oauth-mcp-client,deepseek-harness|dsh-plugin,verified_plugin
stardustlc666/dsh-calendar,deepseek-harness|dsh-plugin,verified_plugin
stardustlc666/dsh-dingtalk,deepseek-harness|dsh-plugin,verified_plugin
stardustlc666/dsh-email,deepseek-harness|dsh-plugin,verified_plugin
stardustlc666/dsh-slack,deepseek-harness|dsh-plugin,verified_plugin
starfie1d1272/dsh-builtin-toggles,deepseek-harness|dsh-plugin,verified_plugin
starsqvq/deepseek-harness-desktop,deepseek-harness,rejected
stormycry-cryp/dsh-authinone,deepseek-harness|dsh-plugin,verified_plugin
sttrevens/dsh-cost-meter,deepseek-harness|dsh-plugin,verified_plugin
studyzy/dsh-lazy-tools,dsh-plugin,verified_plugin
studyzy/dsh-suggest-prompt,dsh-plugin,verified_plugin
stushansusu/dsh-miku-skin,dsh-plugin,verified_plugin
sublatesublate-design/dsh-doctor-windows,deepseek-harness|dsh-plugin,verified_plugin
suimi8/dsh-cost-ledger,deepseek-harness|dsh-plugin,verified_plugin
suimi8/dsh-test-runner,deepseek-harness|dsh-plugin,verified_plugin
sundusk/dsh-waterball-pet,deepseek-harness|dsh-plugin,verified_plugin
sunrisepeak/dsh-index,dsh-plugin,rejected
sunshine-lang/dsh-pdf,deepseek-harness|dsh-plugin,verified_plugin
sunshine-lang/dsh-plugin-template,deepseek-harness|dsh-plugin,watchlist
sunshine-lang/dsh-plugins,deepseek-harness|dsh-plugin,watchlist
sunshine-lang/dsh-weather,deepseek-harness|dsh-plugin,verified_plugin
sunshine-oneday/dsh-desktop,deepseek-harness|dsh-plugin,rejected
suntianc/dsh-codex-auth,deepseek-harness|dsh-plugin,verified_plugin
superclaude1/dsh-vision-android,dsh-plugin,verified_plugin
superslash-rico/dsh-plugin-slashx-gateway,deepseek-harness|dsh-plugin,verified_plugin
suxeca/dsh-plugin,deepseek-harness|dsh-plugin,verified_plugin
suzike/freestyle-dsh-theme,deepseek-harness|dsh-plugin,verified_plugin
swiftczz/deepseek-harness-app,deepseek-harness,related
sybolization/agent-jit,deepseek-harness|dsh-plugin,verified_plugin
syy-shark/dsh-music-plugin,dsh-plugin,verified_plugin
t1yos/t1y-skills,dsh-plugin,rejected
tanf1ng/dsh-tool-hackernews,deepseek-harness|dsh-plugin,verified_plugin
tappass/dsh-governance,deepseek-harness|dsh-plugin,verified_plugin
taxueseek/argo,dsh-plugin,verified_plugin
tc206107/dsh-open-ecosystem,deepseek-harness|dsh-plugin,verified_plugin
tdf1995/dsh-plugin-vision,deepseek-harness|dsh-plugin,verified_plugin
TecFancy/dsh-deeptutor,dsh-plugin,verified_plugin
techysy/deepseek-harness-fnos,deepseek-harness|dsh-plugin,rejected
temoa/dsh-rules-paths,dsh-plugin,verified_plugin
tencentcloud/tencentmeeting-cli,dsh-plugin,rejected
tensorlakeai/dsh-tensorlake-sandbox,deepseek-harness|dsh-plugin,verified_plugin
the-beating-light-of-the-nail/dsh-meme-hub,deepseek-harness|dsh-plugin,rejected
thechengxi/intent-flow,deepseek-harness|dsh-plugin,watchlist
theyoungchen/dsh-plugin-market,deepseek-harness|dsh-plugin,verified_plugin
Thhoho/reSanity,dsh-plugin,verified_plugin
THU-MAIC/dsh-openmaic,dsh-plugin,verified_plugin
tianji-qingtian/dsh-composer-polish,deepseek-harness|dsh-plugin,verified_plugin
tianji-qingtian/dsh-model-router,deepseek-harness|dsh-plugin,verified_plugin
tiankundai/dsh-vision-lmstudio,dsh-plugin,verified_plugin
tidesparrow/computer-use-dsh,deepseek-harness,verified_plugin
Tieboyh/dsh-session-search,dsh-plugin,verified_plugin
timecraker/dsh-claude-import,dsh-plugin,verified_plugin
titanwings/colleague-skill,dsh-plugin,verified_skill
titanwings/dsh-automation,dsh-plugin,verified_plugin
titanwings/dsh-better-browser,dsh-plugin,verified_plugin
titanwings/dsh-plannotator,dsh-plugin,verified_plugin
titanwings/ex-skill,dsh-plugin,verified_skill
tiz36/evo-memory,dsh-plugin,verified_plugin
tkr520521/dsh-repo-analyzer,dsh-plugin,verified_plugin
tkr520521/dsh-team-runner,dsh-plugin,verified_plugin
tohsakarin521/dsh-academic-skill,dsh-plugin,verified_skill
tokimorphling/deepseek-harness-rs,dsh-plugin,rejected
tokimorphling/tokilake-ai-gateway,dsh-plugin,related
tom6814/dsh-web,deepseek-harness,related
tonydua/dsh-web-search-exa,deepseek-harness|dsh-plugin,verified_plugin
tostoevsky/tsienhsueshen,deepseek-harness|dsh-plugin,verified_plugin
Totoro-qaq/Cobsidian,dsh-plugin,verified_plugin
toukaiteio/dsh-effort-tweak,dsh-plugin,verified_plugin
toukaiteio/dsh-plugin-installer,dsh-plugin,verified_plugin
towzai/dsh-memory,deepseek-harness|dsh-plugin,verified_plugin
tqsy114514/dsh-ui-appearance,deepseek-harness|dsh-plugin,verified_plugin
tree201/dsh-capability-inspector,deepseek-harness|dsh-plugin,verified_plugin
truehooha/dsh-plugin-dev-skill,dsh-plugin,verified_skill
tt-wang/dsh-assembler,dsh-plugin,verified_plugin
tt-wang/dsh-slice-agent-loop,dsh-plugin,verified_plugin
tttnny/dsh-launcher,dsh-plugin,rejected
tttrz/dsh-gatedflow,deepseek-harness|dsh-plugin,verified_plugin
tttrz/dsh-wecom,deepseek-harness|dsh-plugin,verified_plugin
tttwh/dsh-plugin-audit,deepseek-harness,verified_plugin
turtle1999/turtle-ui,dsh-plugin,verified_plugin
TwotwoPiggy/dsh-balance,dsh-plugin,verified_plugin
tyan66666/billion-context-dsh,dsh-plugin,verified_plugin
tyeclipse/dsh-netdoctor,deepseek-harness|dsh-plugin,verified_plugin
tyeclipse/dsh-plugins-hub,deepseek-harness|dsh-plugin,related
tyeclipse/dsh-webfetch,deepseek-harness|dsh-plugin,verified_plugin
ucas-liumk/deepseek-harness-desktop,deepseek-harness,rejected
uddoo/dsh-dashboard,deepseek-harness|dsh-plugin,verified_plugin
unitarylab/quantum-practices,deepseek-harness|dsh-plugin,verified_plugin
unknowbug/anchorlaw,dsh-plugin,watchlist
unknowbug/RE-Framework,dsh-plugin,verified_plugin
unnnnoooo/dsh-cue-plugin,dsh-plugin,rejected
userinner/dsh-academic-research,deepseek-harness|dsh-plugin,verified_plugin
uynajgi/dsh-ssh,deepseek-harness|dsh-plugin,verified_plugin
vcxmug/dsh-enhance,dsh-plugin,verified_plugin
very12345/sai,deepseek-harness|dsh-plugin,watchlist
very12345/sai-dsh-plugins,deepseek-harness|dsh-plugin,verified_plugin
vexpaer/ContextGate,dsh-plugin,verified_plugin
vibeinging/dsh-agent-budget,dsh-plugin,verified_plugin
vibeinging/dsh-tool-search,dsh-plugin,verified_plugin
vibeinging/dsh-trace,dsh-plugin,verified_plugin
vibeinging/dsh-turn-navigator,dsh-plugin,verified_plugin
vibeinging/dsh-work,dsh-plugin,related
vlln/dsh-loop,dsh-plugin,verified_plugin
vlln/dsh-navbar,dsh-plugin,verified_plugin
vlln/dsh-task-status,dsh-plugin,verified_plugin
vlln/plugin-registry,dsh-plugin,verified_plugin
vlln/whale-girl,dsh-plugin,verified_plugin
Void0312Aurora/dsh-desktop-electron,dsh-plugin,related
vvlife/awesome-deepseek-harness-plugins,deepseek-harness|dsh-plugin,related
vvlife/dsh-agnes-paseo,deepseek-harness|dsh-plugin,verified_plugin
walavave/dsh-git,dsh-plugin,verified_plugin
walkinglabs/awesome-deepseek-harness-plugins,deepseek-harness|dsh-plugin,related
walnut-a/dsh-user-message-navigation,deepseek-harness|dsh-plugin,verified_plugin
wanbinyu/dsh-billing,deepseek-harness|dsh-plugin,verified_plugin
wanbinyu/dsh-plugin-git-inspect,dsh-plugin,verified_plugin
wanbinyu/dsh-plugins,deepseek-harness|dsh-plugin,rejected
wang-xudong/opencode-dsh-importer,deepseek-harness,rejected
wangshunnn/oh-my-dsh,dsh-plugin,watchlist
wangxiang0605qvq/dsh-auto-compact,dsh-plugin,verified_plugin
wangxiang0605qvq/dsh-deepseek-balance,dsh-plugin,verified_plugin
wangyang10/image-vision,dsh-plugin,verified_plugin
WardLu/shadow-vision,dsh-plugin,rejected
watchaai/awesome-deepseek-harness-plugins,deepseek-harness,related
web-casa/dsh-gui,deepseek-harness,rejected
weijiafu14/dsh-remote-sandbox,deepseek-harness|dsh-plugin,verified_plugin
weijiafu14/pi2dsh,deepseek-harness|dsh-plugin,verified_plugin
weiyuou-chowbus/dsh-git-status,deepseek-harness|dsh-plugin,verified_plugin
wellorbetter/dsh-product-delivery-workflow,deepseek-harness|dsh-plugin,verified_plugin
wenliang9527/dsh-eye,deepseek-harness|dsh-plugin,watchlist
wenliang9527/dsh-one-click-launcher,deepseek-harness|dsh-plugin,rejected
wenliang9527/dsh-workspace,deepseek-harness|dsh-plugin,rejected
werifu/dsh-oai-oauth,deepseek-harness|dsh-plugin,verified_plugin
wess09/deepseekharnessdesktop,dsh-plugin,related
wha1echai/dsh-supervisor,deepseek-harness|dsh-plugin,verified_plugin
white0dew/awesome-dsh-plugins,deepseek-harness|dsh-plugin,rejected
whiteguo233/dsh-cc-connect,deepseek-harness|dsh-plugin,verified_plugin
